ID,original_ID,tweet,modified_tweet,sarcastic,rephrase,exp,sentiment_distance
,lingkling_65357,"I love how Logitech daisy chains their products through a broken, glitchy, piece of shit program #sarcasm","I love how Logitech daisy chains their products through a broken, glitchy, piece of shit program",1,,exp1,0.8591405
,lingkling_65358,I love all the people that text me just because #sarcasm,I love all the people that text me just because,1,,exp1,0.39476967
,lingkling_65393,I love hearing the Disneyland fireworks every night 💥 #sarcasm,I love hearing the Disneyland fireworks every night 💥,1,,exp1,0.13973308
,lingkling_65434,I love waking up to the sound of Doris Kearns Goodwin lecturing me. #MorningJoe #sarcasm,I love waking up to the sound of Doris Kearns Goodwin lecturing me.,1,,exp1,0.49534184
,lingkling_65592,I love when a change in plans by someone else completely alters the plan you had #sarcasm,I love when a change in plans by someone else completely alters the plan you had,1,,exp1,0.7263562
,lingkling_65642,How I love 4 hour delayed flights #sarcasm,How I love 4 hour delayed flights,1,,exp1,0.6974797
,lingkling_65861,I love when random people who have never interacted with me start following me. #sarcasm #wtf,I love when random people who have never interacted with me start following me.,1,,exp1,0.6154247
,lingkling_66075,I love working on my day off #sarcasm,I love working on my day off,1,,exp1,0.2974006
,lingkling_66138,I love when people don't show up for their appointments 😅 #sarcasm,I love when people don't show up for their appointments 😅,1,,exp1,0.8388966
,lingkling_66168,Mmm... I love Timothy's water-downed coffee. #Sarcasm,Mmm... I love Timothy's water-downed coffee.,1,,exp1,0.51013935
,lingkling_66294,I love how people believe EVERYTHING on the internet. #sarcasm,I love how people believe EVERYTHING on the internet.,1,,exp1,0.7020806
,lingkling_66337,I'm loving the pocket presence of this Tino fella #sarcasm #riders,I'm loving the pocket presence of this Tino fella,1,,exp1,0.37069553
,lingkling_66489,I love working long weekends #sarcasm https://t.co/ukArLZskta,I love working long weekends,1,,exp1,0.51183367
,lingkling_66612,God I love my life... #sarcasm #wheresmymantopull #fucksakeliam,God I love my life...,1,,exp1,0.3221453
,lingkling_66747,I love waking up before 8AM on a Sunday. #sarcasm,I love waking up before 8AM on a Sunday.,1,,exp1,0.5807395
,lingkling_66854,I love when I text someone and instead of saying goodbye they just stop replying 😊 #sarcasm,I love when I text someone and instead of saying goodbye they just stop replying 😊,1,,exp1,0.5198649
,lingkling_66947,I love when people have to tell you how in love they are with their girlfriend/boyfriend every single day. #sarcasm,I love when people have to tell you how in love they are with their girlfriend/boyfriend every single day.,1,,exp1,0.692909
,lingkling_66959,I love getting drunk voice mails from my dad #sarcasm,I love getting drunk voice mails from my dad,1,,exp1,0.61492455
,lingkling_67009,I love it when my #TWC internet decides to stop working mid COD:AW match #sarcasm #timewarnercable #iwaswinning,I love it when my TWC internet decides to stop working mid COD:AW match,1,,exp1,0.9225329
,lingkling_67181,I love the reactiveness of our current times. #sarcasm,I love the reactiveness of our current times.,1,,exp1,0.674795
,lingkling_67207,I love my desk on Mondays.  #work #office #managerproblems #sarcasm http://t.co/jde92iAYLH,I love my desk on Mondays.,1,,exp1,0.33386728
,lingkling_67259,I love it when my wife listens to me when I know what I'm talking about... #sarcasm,I love it when my wife listens to me when I know what I'm talking about...,1,,exp1,0.065923646
,lingkling_67361,I love @WWE tries to tweak the story about #DivasRevolution to try to distance itself from the organic #GiveDivasAChance #sarcasm #RAW,I love @user tries to tweak the story about DivasRevolution to try to distance itself from the organic,1,,exp1,0.6126287
,lingkling_67418,I love when someone says they called the bottom or I knew this was gonna happen etc etc #sarcasm,I love when someone says they called the bottom or I knew this was gonna happen etc etc,1,,exp1,0.63911414
,lingkling_67468,I love washing dishes and opening a sippy cup (or 3) with old chunky milk in it. #Sarcasm #NannyLife @NannyProbss,I love washing dishes and opening a sippy cup (or 3) with old chunky milk in it. @user,1,,exp1,0.7737593
,lingkling_67710,I love when my kittens pee all over my carpet 😑 #sarcasm #kittens #no,I love when my kittens pee all over my carpet 😑,1,,exp1,0.34940052
,lingkling_67778,I love listening to my boyfriends roommates dog bark super loud because her owner isn't here #sarcasm,I love listening to my boyfriends roommates dog bark super loud because her owner isn't here,1,,exp1,0.5858137
,lingkling_67902,I love waiting for a delivery man.... #sarcastic #Bournemouth #latedelivery,I love waiting for a delivery man....,1,,exp1,0.4807657
,lingkling_68182,"I am loving how much the commentators say us and we when they mean ""Atlanta"" #ATLvFTL #Sarcasm","I am loving how much the commentators say us and we when they mean ""Atlanta""",1,,exp1,0.67485505
,lingkling_68202,I love when I drop my phone on my face 😒 #sarcasm,I love when I drop my phone on my face 😒,1,,exp1,0.1943004
,lingkling_68207,I love having a long tough day and ending it like this... #sarcasm 😒,I love having a long tough day and ending it like this... 😒,1,,exp1,0.2634759
,lingkling_68327,I love the breed of man that's getting a tattoo these days! #sarcasm,I love the breed of man that's getting a tattoo these days!,1,,exp1,0.34627143
,lingkling_68425,"God, I love talking to myself. #sarcasm","God, I love talking to myself.",1,,exp1,0.5759031
,lingkling_68444,I love getting paid 100$ in 1s! #sarcasm #stripperlife,I love getting paid 100$ in 1s!,1,,exp1,0.19879958
,lingkling_68490,I love when the electric goes out at work 😂 #sarcastic #verysarcastic,I love when the electric goes out at work 😂,1,,exp1,0.5730028
,lingkling_68549,I love when#rikersisland smells like the cancer-infected pile of trash it is... #sarcasm #nyc #landfill,I love whenrikersisland smells like the cancer-infected pile of trash it is...,1,,exp1,0.8369039
,lingkling_68570,I loved rehearsed speeches. #MarcoRubio  #sarcasm,I loved rehearsed speeches.,1,,exp1,0.58482563
,lingkling_68745,I love hearing men prioritize clumps of cells over women! #sarcasm,I love hearing men prioritize clumps of cells over women!,1,,exp1,0.7296712
,lingkling_68845,I love iPhone chargers so much😊 #sarcastic,I love iPhone chargers so much😊,1,,exp1,0.05700227
,lingkling_68864,Boy do I love not being able to sleep because if snoring parents. #sarcasm,Boy do I love not being able to sleep because if snoring parents.,1,,exp1,0.8517734
,lingkling_68890,I love watching 10 old men talking about how they plan to dictate control over all the ovaries in the country. #sarcasm #GOPDebate,I love watching 10 old men talking about how they plan to dictate control over all the ovaries in the country.,1,,exp1,0.6959841
,lingkling_68954,God i love airports...  #sarcasm,God i love airports...,1,,exp1,0.4879419
,lingkling_68999,I love having to do schl work in the summer holidays it's the best thing ever #Sarcasm #ALevelProblems,I love having to do schl work in the summer holidays it's the best thing ever,1,,exp1,0.20172772
,lingkling_69141,@ShivaniJain_ :D I love to play along #Sarcasm :),@user :D I love to play along :),1,,exp1,0.16565739
,lingkling_69243,Omg I love when people are out at the pool being loud and obnoxious! #sarcasm,Omg I love when people are out at the pool being loud and obnoxious!,1,,exp1,0.7713701
,lingkling_69267,I love having multiple people mad at me at the same time. #sarcasm,I love having multiple people mad at me at the same time.,1,,exp1,0.76915437
,lingkling_69507,I love the fact that the air conditioner at work is broken. #sarcasm,I love the fact that the air conditioner at work is broken.,1,,exp1,0.8161727
,lingkling_69511,I love summer 2015 #sarcasm,I love summer 2015,1,,exp1,0.3792469
,lingkling_69786,I love work on Sundays #Sarcasm,I love work on Sundays,1,,exp1,0.4057861
,lingkling_69944,I LOVE NOT BEING ABLE TO HAVE ANY KIND OF FUN 😊😊😊😊 #SARCASM,I LOVE NOT BEING ABLE TO HAVE ANY KIND OF FUN 😊😊😊😊,1,,exp1,0.7997931
,lingkling_70072,"Yay, I love waking up with a headache! #sarcasm","Yay, I love waking up with a headache!",1,,exp1,0.7763194
,lingkling_70230,Oh how I love Mondays. #sarcasm,Oh how I love Mondays.,1,,exp1,0.37102804
,lingkling_70251,I love #backtoschool supply shopping at #Walmart #sarcasm I really don't,I love backtoschool supply shopping at Walmart I really don't,1,,exp1,0.58987284
,lingkling_70296,I love getting glass in my foot.... #sarcastic,I love getting glass in my foot....,1,,exp1,0.73340786
,lingkling_70390,I loooove cooking with natural peanut butter #sarcasm #foodies https://t.co/42dS8PaxMN,I loooove cooking with natural peanut butter,1,,exp1,0.44604233
,lingkling_70559,I love having to start all over at a new high school again. #sarcasm #gowildcats,I love having to start all over at a new high school again.,1,,exp1,0.5761741
,lingkling_70579,Yay... I love living in a country stuck in the dark ages... #Sarcasm #MarriageEquaility,Yay... I love living in a country stuck in the dark ages...,1,,exp1,0.70132494
,lingkling_70593,I LOVE WHEN MY PARENTS GET PISSED AT ME FOR A DUMB REASON! #sarcasm,I LOVE WHEN MY PARENTS GET PISSED AT ME FOR A DUMB REASON!,1,,exp1,0.8715252
,lingkling_70648,I love how Mandeville is 100 miles away from me #sarcasm #kinda,I love how Mandeville is 100 miles away from me,1,,exp1,0.58996904
,lingkling_70791,I love how well I'm treated by the peer of my peers #Sarcasm #SoFufu #NotWithAnyOfThatFufuShit,I love how well I'm treated by the peer of my peers,1,,exp1,0.13363174
,lingkling_70797,I love when someone threatens me with something &amp; says you'll lose your job #sarcasm #getouttamyface,I love when someone threatens me with something & says you'll lose your job,1,,exp1,0.78707874
,lingkling_70839,"I love getting used by people, especially when it's family! #favoritefeeling #sarcasm","I love getting used by people, especially when it's family!",1,,exp1,0.71845484
,lingkling_70910,I love it when people don't STOP at stop signs........ #sarcasm,I love it when people don't STOP at stop signs........,1,,exp1,0.82985127
,lingkling_71035,I love laying in the dark listening to music and tweeting #sarcasm,I love laying in the dark listening to music and tweeting,1,,exp1,0.4774231
,lingkling_71207,I love it when I'm at the checkout paying for my items an a complete stranger is pretty much on my back #sarcasm #allinmyspace,I love it when I'm at the checkout paying for my items an a complete stranger is pretty much on my back,1,,exp1,0.57600015
,lingkling_71227,Man I LOVE getting screwed over and being sent all over Lubbock to take care of 1 hold... #sarcasm #ThanksTexasTech,Man I LOVE getting screwed over and being sent all over Lubbock to take care of 1 hold...,1,,exp1,0.9876627
,lingkling_71276,I love having break downs at work!! #sarcasm,I love having break downs at work!!,1,,exp1,0.6955532
,lingkling_71301,@NatGeo I'm loving this shirt 😉 #national #sarcasm #society #support #awkwardlyinthecity http://t.co/xwriupcjej,@user I'm loving this shirt 😉,1,,exp1,0.28626388
,lingkling_71332,I love how she answered my facetime😘 #sarcasm,I love how she answered my facetime😘,1,,exp1,0.2239463
,lingkling_71340,I love how Big Brother has decided to stop showing diary room sessions before veto ceremonies #sarcasm #bb17,I love how Big Brother has decided to stop showing diary room sessions before veto ceremonies,1,,exp1,0.67215955
,lingkling_71348,"I love it when my ""friends"" don't invite me to hangout :-) #sarcasm","I love it when my ""friends"" don't invite me to hangout :-)",1,,exp1,0.76376426
,lingkling_71369,I love it when my best friend doesn't reply to my texts. @himynameisteph  #Sarcasm,I love it when my best friend doesn't reply to my texts. @user,1,,exp1,1.0
,lingkling_71397,I love waiting till 8pm to eat dinner #sarcasm,I love waiting till 8pm to eat dinner,1,,exp1,0.41175097
,lingkling_71473,I love the smell of #sarcasm in the evening.  #BBAD  https://t.co/WzYJsxIERH,I love the smell of sarcasm in the evening.,1,,exp1,0.41664544
,lingkling_71475,I love how I can line across a  500 yd gap but the bat law is useless. #sarcasm #arkhamknight,I love how I can line across a 500 yd gap but the bat law is useless.,1,,exp1,0.7282428
,lingkling_71549,Nothing I love more than watching an idiot race in the right lane to insert himself 1 car length ahead of me in the left lane. #Sarcasm,Nothing I love more than watching an idiot race in the right lane to insert himself 1 car length ahead of me in the left lane.,1,,exp1,0.25198436
,lingkling_71658,I love it when people park right on my bumper leaving me no room to get out of my spot #sarcasm,I love it when people park right on my bumper leaving me no room to get out of my spot,1,,exp1,0.7173187
,lingkling_71915,I love feeling like my high school years were under appreciated #sarcasm,I love feeling like my high school years were under appreciated,1,,exp1,0.64862996
,lingkling_71976,I love being the only aid in the office #sarcasm #getmeouttahere,I love being the only aid in the office,1,,exp1,0.37149042
,lingkling_72121,I love that my family is extremely closed minded 😊😊😊😊 #sarcasm,I love that my family is extremely closed minded 😊😊😊😊,1,,exp1,0.51795816
,lingkling_72204,I love watching the #Giants try to run the #Packers' offense without the Packers' receivers. #sarcasm,I love watching the Giants try to run the Packers' offense without the Packers' receivers.,1,,exp1,0.45110923
,lingkling_72349,"I love this whole ""sleep 20 minutes"" wake up for an hour system my body is trying
#sarcasm #sleep","I love this whole ""sleep 20 minutes"" wake up for an hour system my body is trying",1,,exp1,0.60814446
,lingkling_72473,I love it when people don't follow traffic laws and have common sense. #sarcasm,I love it when people don't follow traffic laws and have common sense.,1,,exp1,0.86490935
,lingkling_72545,I love seeing Aurora storm alerts in the middle of the day! #canyousaylightpollution #sarcasm,I love seeing Aurora storm alerts in the middle of the day!,1,,exp1,0.6589793
,lingkling_72575,I love being in the talking stage and debating whether or not to message him but deciding against it so you don't look desperate... #sarcasm,I love being in the talking stage and debating whether or not to message him but deciding against it so you don't look desperate...,1,,exp1,0.5618814
,lingkling_72593,I love when coworkers love to make things awkward as hell.. 😅😒 #sarcasm,I love when coworkers love to make things awkward as hell.. 😅😒,1,,exp1,0.6544654
,lingkling_72672,"I love dealing with situations where everyone is in the wrong.
#sarcasm #customerservice",I love dealing with situations where everyone is in the wrong.,1,,exp1,0.85239327
,lingkling_72678,I love my fucking friends #sarcasm,I love my fucking friends,1,,exp1,0.6969128
,lingkling_72734,I love waking up to my posters falling of the walls #sarcasm,I love waking up to my posters falling of the walls,1,,exp1,0.58726573
,lingkling_72745,I love it how I am always out of the loop about everything #sarcasm #needtoknow #informme,I love it how I am always out of the loop about everything,1,,exp1,0.7747273
,lingkling_72773,I love popular bars because I love shouting as loud as I can to say anything and also tucking my elbows in. #sarcasm,I love popular bars because I love shouting as loud as I can to say anything and also tucking my elbows in.,1,,exp1,0.38447794
,lingkling_72790,I love waking up at 5:30am on a Sunday for a baseball game.  #sarcasm,I love waking up at 5:30am on a Sunday for a baseball game.,1,,exp1,0.707594
,lingkling_72810,I love getting up this early on my day off to take my man to softball. 😑 #sarcasm,I love getting up this early on my day off to take my man to softball. 😑,1,,exp1,0.30986193
,lingkling_72833,I love how my random fact posts are doing what they were intended to do 😂😂 #Annoying #Mood #Today #Sarcastic #Posting #WindUp #Merchant,I love how my random fact posts are doing what they were intended to do 😂😂,1,,exp1,0.5234719
,lingkling_72889,I love spending my Sunday's rectifying @Delta @DeltaAssist mistakes :) #sarcasm,I love spending my Sunday's rectifying @user @user mistakes :),1,,exp1,0.29475886
,lingkling_73115,I love feeling like this 😒 #sarcasm,I love feeling like this 😒,1,,exp1,0.22538073
,lingkling_73193,I love how reliable my computer is since upgrading to Windows 10 #sarcasm #shouldhavestuckwith8 #firstworldproblems,I love how reliable my computer is since upgrading to Windows 10,1,,exp1,0.03761791
,lingkling_73265,I love coming into work just for us to watch movies #sarcasm,I love coming into work just for us to watch movies,1,,exp1,0.25551745
,lingkling_73288,I love when you ask a direct question and get every answer but the one you wanted #sarcasm,I love when you ask a direct question and get every answer but the one you wanted,1,,exp1,0.56904334
,lingkling_73316,I love going to amusement parks with my middle aged parents and two 10 year olds 👍🏻 #sarcasm,I love going to amusement parks with my middle aged parents and two 10 year olds 👍🏻,1,,exp1,0.2761377
,lingkling_73362,I love it when stoplights are flashing red. #sarcasm #slowsmedown,I love it when stoplights are flashing red.,1,,exp1,0.451183
,lingkling_73575,I love solo queue on cs go!!!  #sarcasm #csgo,I love solo queue on cs go!!!,1,,exp1,0.20595896
,lingkling_73638,I love people like you... 😒 #sarcasm #stfu #annoyed,I love people like you... 😒,1,,exp1,0.22075476
,lingkling_73681,I love spending a ridiculous amount of money on healthy food.. 😒 #sarcasm,I love spending a ridiculous amount of money on healthy food.. 😒,1,,exp1,0.14704792
,lingkling_73937,@midnight @nerdist I LOVE stress #CollegeIn3Words #sarcasm http://t.co/40cBYNjfBm,@user @user I LOVE stress,1,,exp1,0.60060704
,lingkling_74029,I love how quick Britt answers me back #sarcasm,I love how quick Britt answers me back,1,,exp1,0.12838584
,lingkling_74150,i love people :-) #sarcasm,i love people :-),1,,exp1,0.21518417
,lingkling_74252,@LeBatardShow I love your discussion on degrees of #roadrage. #sarcasm,@user I love your discussion on degrees of road rage,1,,exp1,0.6501538
,lingkling_74335,I love having nonversations with the girl I like #sarcasm,I love having nonversations with the girl I like,1,,exp1,0.34108704
,lingkling_74403,I love how netflix is always jam packed with nicholas cage movies. #Goat #JK #Sarcasm,I love how netflix is always jam packed with nicholas cage movies.,1,,exp1,0.53200877
,lingkling_74410,God I love when the Sox lose 1-0 #Sarcasm,God I love when the Sox lose 1-0,1,,exp1,0.8813477
,lingkling_74445,I love waking up 2 hours before my alarm #sarcasm,I love waking up 2 hours before my alarm,1,,exp1,0.5637613
,lingkling_74478,I love how I get to pass Worcester on my way home to get my stuff to go to college in Worcester #sarcasm,I love how I get to pass Worcester on my way home to get my stuff to go to college in Worcester,1,,exp1,0.39962184
,lingkling_74548,I love having such reliable web hosting #Sarcastic,I love having such reliable web hosting,1,,exp1,0.02331574
,lingkling_74561,I love when someone types RT instead of retweeting #sarcasm,I love when someone types RT instead of retweeting,1,,exp1,0.6411013
,lingkling_74578,I love being a human answering machine to oomf #sarcasm,I love being a human answering machine to oomf,1,,exp1,0.42342317
,lingkling_74589,I love it when my mother calls me just so I can be her pack mule! #sarcasm,I love it when my mother calls me just so I can be her pack mule!,1,,exp1,0.15482746
,lingkling_74613,I LOVE when people post snap chat edits to their Instagram☺️☺️☺️ #sarcasm,I LOVE when people post snap chat edits to their Instagram☺️☺️☺️,1,,exp1,0.120072536
,lingkling_74706,I love not replying and having plans cancelled! #sarcasm #notthathard,I love not replying and having plans cancelled!,1,,exp1,0.82848954
,lingkling_74818,I Love Math! 😍😘💜💞💓💔💟💖💗 #Sarcasm,I Love Math! 😍😘💜💞💓💔💟💖💗,1,,exp1,0.025952995
,lingkling_74871,I love when my eyes get bloodshot because I don't get enough sleep 😅 #sarcasm,I love when my eyes get bloodshot because I don't get enough sleep 😅,1,,exp1,0.816563
,lingkling_75008,I love it when I rush for my train and it's cancelled just as I get to the platform with minutes to spare. #sarcasm,I love it when I rush for my train and it's cancelled just as I get to the platform with minutes to spare.,1,,exp1,0.77019
,lingkling_75030,"I love when I do full blown grocery shopping, with a list- yet have to turn around and go back the next day for missed items. 😒 #sarcasm","I love when I do full blown grocery shopping, with a list- yet have to turn around and go back the next day for missed items. 😒",1,,exp1,0.17840733
,lingkling_75054,I love getting a play-by-play of people's vacations via Instagram/FB WHILE there away #sarcasm,I love getting a play-by-play of people's vacations via Instagram/FB WHILE there away,1,,exp1,0.5664687
,lingkling_75220,I love when I make an order to pick up my new surface pro 3 @bestbuy only to reach home to find out they gave me the wrong one!! #sarcasm,I love when I make an order to pick up my new surface pro 3 @user only to reach home to find out they gave me the wrong one!!,1,,exp1,0.7170421
,lingkling_75230,I love having an asthma attack at 2:30 in the morning. #sarcasm,I love having an asthma attack at 2:30 in the morning.,1,,exp1,0.9479124
,lingkling_75238,I love listening to babies giggle through the emotional Sciles scene from the last ep of #teenwolf #sarcasm,I love listening to babies giggle through the emotional Sciles scene from the last ep of teen wolf,1,,exp1,0.26554906
,lingkling_75258,I love that I'm allergic to bandaids 😊 #sarcasm,I love that I'm allergic to bandaids 😊,1,,exp1,0.56767815
,lingkling_75261,"I love back to school shopping 😴
#sarcasm",I love back to school shopping 😴,1,,exp1,0.4556733
,lingkling_75339,I love anxiety attacks 😍 #sarcasm,I love anxiety attacks 😍,1,,exp1,0.4382065
,lingkling_75412,I love having a car #sarcasm #everythingbreaks,I love having a car,1,,exp1,0.2817983
,lingkling_75482,i love filling up my tank more than 1x a week😊😊😊😊😊😊 #sarcasm,i love filling up my tank more than 1x a week😊😊😊😊😊😊,1,,exp1,0.1418502
,lingkling_75522,I LOVE IT when folks who've never been through what I'm going through try to tell me what to do &amp; how to feel. 😈 #soannoying #sarcasm #ijs,I LOVE IT when folks who've never been through what I'm going through try to tell me what to do & how to feel. 😈,1,,exp1,0.61723197
,lingkling_75527,@ozyxwvut I love watching the same 8 Pokemon #sarcasm,@user I love watching the same 8 Pokemon,1,,exp1,0.47060823
,lingkling_75601,I LOVE how our apartment manager notifies us that our washers/dryers don't work. 😒 #sarcasm #pushingmybuttons,I LOVE how our apartment manager notifies us that our washers/dryers don't work. 😒,1,,exp1,0.43450725
,lingkling_75615,I love getting sick 2 days before classes start again #sarcasm 😒,I love getting sick 2 days before classes start again 😒,1,,exp1,0.29239634
,lingkling_75704,Oh how I love early Sunday mornings #sarcasm,Oh how I love early Sunday mornings,1,,exp1,0.29512197
,lingkling_75747,I Love When People Capitalize Every Word In A Sentence. #Sarcasm,I Love When People Capitalize Every Word In A Sentence.,1,,exp1,0.73652965
,lingkling_75871,I love how cashiers at Walmart are in no rush to do anything.. #sarcastic,I love how cashiers at Walmart are in no rush to do anything..,1,,exp1,0.68086356
,lingkling_76043,"I love how if I don't start the conversation with you first, then it won't happen #sarcasm","I love how if I don't start the conversation with you first, then it won't happen",1,,exp1,0.7320635
,lingkling_76044,I love hearing parenting advice from someone who isn't even a parent. #sarcasm #stfu,I love hearing parenting advice from someone who isn't even a parent.,1,,exp1,0.7703641
,lingkling_76278,I love when technology is forced into existing workflows i/o letting technology broaden the scope of what you can accomplish  #sarcasm #ftw,I love when technology is forced into existing workflows i/o letting technology broaden the scope of what you can accomplish,1,,exp1,0.5385965
,lingkling_76412,i LOVE that every teacher wants us to have a separate binder for their class. 😊😊😊 #sarcasm,i LOVE that every teacher wants us to have a separate binder for their class. 😊😊😊,1,,exp1,0.30569765
,lingkling_76448,I love it when a 27 year old on the other team acts like he's 10. #sarcasm,I love it when a 27 year old on the other team acts like he's 10.,1,,exp1,0.71579194
,lingkling_76457,I love that I have to buy a new golf towel every few months because mine always gets stolen. #sarcasm #fuckingthieves,I love that I have to buy a new golf towel every few months because mine always gets stolen.,1,,exp1,0.73573935
,lingkling_76508,I love when people immediately associate cutting with emos #sarcastic,I love when people immediately associate cutting with emos,1,,exp1,0.7139087
,lingkling_76609,oh how I love double standards  #sarcasm,oh how I love double standards,1,,exp1,0.6802618
,lingkling_76755,One thing I love about AP bio is knowing that we will be throwing all the work we do at home in the trash at the end of the year #sarcasm,One thing I love about AP bio is knowing that we will be throwing all the work we do at home in the trash at the end of the year,1,,exp1,0.7963096
,lingkling_76828,I love how closing a window in OS X sometimes closes the window but sometimes closes the entire application. #sarcasm #ux #fail,I love how closing a window in OS X sometimes closes the window but sometimes closes the entire application.,1,,exp1,0.5005084
,lingkling_76850,I love it when work reminds me I need to get my CCP... #sarcasm,I love it when work reminds me I need to get my CCP...,1,,exp1,0.6758582
,lingkling_76913,I love being a girl and accidentally cutting myself when I shave my legs. #sarcasm,I love being a girl and accidentally cutting myself when I shave my legs.,1,,exp1,0.709781
,lingkling_76922,I love working with wire soooo much. #sarcasm #Cosplay http://t.co/dUBF0gTxBv,I love working with wire soooo much.,1,,exp1,0.33242705
,lingkling_76970,I love it when idiots try to tell me how to think #sarcastic,I love it when idiots try to tell me how to think,1,,exp1,0.8307694
,lingkling_77056,I love starting my day off with a good cry in my car on the drive to work. #sarcasm,I love starting my day off with a good cry in my car on the drive to work.,1,,exp1,0.12310578
,lingkling_77149,I love reading the comment section after a tragic shooting #sarcasm,I love reading the comment section after a tragic shooting,1,,exp1,0.8104299
,lingkling_77166,@Atheist_Iran @SamSeder @SamHarrisOrg I love it when they use the dark mugshots that highlight their genocidal fascistic natures... #sarcasm,@user @user @user I love it when they use the dark mugshots that highlight their genocidal fascistic natures...,1,,exp1,0.9134843
,lingkling_77186,I love reading about depressed people talking about their feelings #sarcasm,I love reading about depressed people talking about their feelings,1,,exp1,0.77124256
,lingkling_77195,Honestly I love not being able to breathe when I walk to class #sarcasm #chelanfire,Honestly I love not being able to breathe when I walk to class,1,,exp1,0.76390815
,lingkling_77211,"I lovvvve when a person is assigned to a position, gets paid to perform it, but doesn't do it #sarcasm","I lovvvve when a person is assigned to a position, gets paid to perform it, but doesn't do it",1,,exp1,0.80231637
,lingkling_77216,@estherindc @kaysteiger I love how trump brings out the good in this country. #sarcasm,@user @user I love how trump brings out the good in this country.,1,,exp1,0.056161772
,lingkling_77242,I love how I buy clothes and accessories for #summer and then don't wear them. #sarcasm #oops,I love how I buy clothes and accessories for summer and then don't wear them.,1,,exp1,0.64854825
,lingkling_77325,"I love getting mail, which is always just bills 😅 #Sarcasm #AdulthoodSucks","I love getting mail, which is always just bills 😅",1,,exp1,0.64424014
,lingkling_77388,I love walking into @ChipotleTweets and the line is to the door #Sarcasm #WorthTheWaitTho #ChipotleIsMyLife,I love walking into @user and the line is to the door,1,,exp1,0.4270452
,lingkling_77722,ugh I love when this happens #sarcasm #everytime,ugh I love when this happens,1,,exp1,0.8217989
,lingkling_77806,I love setting my alarm for 3:30am #sarcasm,I love setting my alarm for 3:30am,1,,exp1,0.6654782
,lingkling_77811,I love it when the library closes at 10 pm because it thinks no one will have homework yet. #sarcasm,I love it when the library closes at 10 pm because it thinks no one will have homework yet.,1,,exp1,0.7649407
,lingkling_77822,Nothing I love more than a wet ass in the morning #sarcasm,Nothing I love more than a wet ass in the morning,1,,exp1,0.18949126
,lingkling_77881,I love falling asleep early then waking up in the middle of the night not being able to fall back asleep😴 #sarcasm,I love falling asleep early then waking up in the middle of the night not being able to fall back asleep😴,1,,exp1,0.7341715
,lingkling_78287,EWR TSA how I love you. #sarcasm,EWR TSA how I love you.,1,,exp1,0.5097121
,lingkling_78356,@AchMeinGlob_ I love how they have seemingly made a new definition for separation of church and state tho #Sarcasm,@user I love how they have seemingly made a new definition for separation of church and state tho,1,,exp1,0.6001764
,lingkling_78361,"I love kids parties...... 😒
#Sarcasm",I love kids parties...... 😒,1,,exp1,0.2146889
,lingkling_78431,I LOVE playing board games with my kids #sarcasm #boardgames #turnoffyourlaptop https://t.co/jVe9FXFoPq,I LOVE playing board games with my kids,1,,exp1,0.29248458
,lingkling_78497,I love it when Lucas hacks my Twitter account because he's playing a game on my iPad. #sarcasm,I love it when Lucas hacks my Twitter account because he's playing a game on my iPad.,1,,exp1,0.722408
,lingkling_78603,oh how i love being made out to a huge bitch. #sarcasm,oh how i love being made out to a huge bitch.,1,,exp1,0.78617144
,lingkling_78702,I love talking about concrete all the time... #sarcasm #IWantMyBed,I love talking about concrete all the time...,1,,exp1,0.4044698
,lingkling_79021,"I love people who only talk to you when they need something. 
#sarcasm",I love people who only talk to you when they need something.,1,,exp1,0.7985781
,lingkling_79341,I love going to college #sarcasm,I love going to college,1,,exp1,0.32035494
,lingkling_79428,i love how organised my university is sometimes #sarcasm,i love how organised my university is sometimes,1,,exp1,0.33565634
,lingkling_79434,I love double standards #sarcasm,I love double standards,1,,exp1,0.64702505
,lingkling_79446,I love when scalding hot drops of steam water drip all over my feet when I'm steaming clothes. #sarcasm,I love when scalding hot drops of steam water drip all over my feet when I'm steaming clothes.,1,,exp1,0.6895915
,lingkling_79459,I love it when i text people and they don't respond. #sarcasm,I love it when i text people and they don't respond.,1,,exp1,0.80177635
,lingkling_79560,I love all the help i get from my husband #sarcasm #onlycaresabouthisphone,I love all the help i get from my husband,1,,exp1,0.059527982
,lingkling_79603,I love how smug people get when they hate something seemingly everyone else loves. #sarcasm,I love how smug people get when they hate something seemingly everyone else loves.,1,,exp1,0.7747081
,lingkling_79797,"@DerekNBCSD @happieayala74  I love the #Sarcasm , that story is one of the best non-fact based ""Jaguars moving"" pieces in a long time.","@user @user I love the Sarcasm, that story is one of the best non-fact based ""Jaguars moving"" pieces in a long time.",1,,exp1,0.16310929
,lingkling_79823,i love #tea and #sarcasm and #rainydays :) x x,i love tea and and rainydays :) x x,1,,exp1,0.23774478
,lingkling_79947,I love carrying like 30 syllabi to go school shopping #sarcasm,I love carrying like 30 syllabi to go school shopping,1,,exp1,0.44631147
,lingkling_80300,"I love coming to work, when no one talks to anyone til they're about to leave. #sarcasm","I love coming to work, when no one talks to anyone til they're about to leave.",1,,exp1,0.6672319
,lingkling_80731,I love it when people speak heir mind and suddenly they're experts on the matter. #sarcastic,I love it when people speak heir mind and suddenly they're experts on the matter.,1,,exp1,0.39738378
